GENE	HSQ	MODEL	MODELCV.R2	POP	VG
SLC5A6	0.16575	top1	0.22	ea	0.04133
CAD	0.002665	susie	0.016	ea	1.42e-4
GTF3C2	0.020867	top1	0.016	ea	0.001915
SNX17	0.004505	lasso	0.015	ea	0.001785
NRBP1	0.182489	enet	0.23	ea	0.036549
IFT172	0.023929	lasso	0.0018	ea	0.004406
GPN1	0.14321	lasso	0.11	ea	0.017701
SLC4A1AP	0.016393	lasso	0.0028	ea	0.005989
PPP1CB	0.05346	top1	0.04	ea	0.004392
TRMT61B	0.183992	top1	0.26	ea	0.021962
LCLAT1	0.220255	enet	0.21	ea	0.024609
GALNT14	0.247394	top1	0.19	ea	0.172576
EHD3	0.183194	lasso	0.12	ea	0.079231
SLC30A6	0.096864	blup	0.054	ea	0.003353
NLRC4	0.04198	blup	0.048	ea	0.026989
TTC27	0.170104	enet	0.059	ea	0.024692
LTBP1	0.131675	susie	0.12	ea	0.068827
RASGRP3	0.361974	enet	0.29	ea	0.120056
FAM98A	0.081777	top1	0.088	ea	0.006573
FEZ2	0.16153	enet	0.14	ea	0.030551
STRN	0.141979	enet	0.12	ea	0.027548
CEBPZ	0.013628	enet	8.4e-4	ea	0.005087
PRKD3	0.18237	blup	0.077	ea	0.094206
QPCT	0.078609	top1	0.013	ea	0.049483
ATL2	0.099087	enet	0.049	ea	0.011554
GALM	0.103043	susie	0.05	ea	0.053744
DHX57	0.164156	susie	0.13	ea	0.024691
MORN2	0.053419	susie	0.036	ea	0.016441
MAP4K3	0.115911	enet	0.05	ea	0.02925
THUMPD2	0.223843	blup	0.2	ea	0.029372
COX7A2L	0.099984	blup	0.051	ea	0.025755
MTA3	0.065299	enet	0.068	ea	0.012137
OXER1	0.041296	susie	0.036	ea	0.014333
ZFP36L2	0.046169	blup	0.0074	ea	0.011516
THADA	0.047027	blup	-6e-4	ea	0.003574
PLEKHH2	0.129471	susie	0.058	ea	0.076802
DYNC2LI1	0.458168	enet	0.35	ea	0.167165
LRPPRC	0.447994	susie	0.3	ea	0.063074
PPM1B	0.003893	enet	-2.4e-4	ea	5.96e-4
PREPL	0.05718	susie	0.027	ea	0.009821
SRBD1	0.140059	top1	0.1	ea	0.01501
ATP6V1E2	0.001718	lasso	0.0033	ea	0.001312
PIGF	0.125653	susie	0.078	ea	0.02678
CRIPT	0.300087	susie	0.24	ea	0.051844
MCFD2	0.269316	enet	0.14	ea	0.065189
MSH2	0.139443	susie	0.12	ea	0.007486
MSH6	0.160975	blup	0.062	ea	0.014207
CHAC2	0.099537	enet	0.07	ea	0.007319
ACYP2	0.137581	lasso	0.059	ea	0.052051
SPTBN1	0.156235	enet	0.15	ea	0.038327
RTN4	0.101312	susie	0.093	ea	0.021004
MTIF2	0.001547	lasso	8.6e-4	ea	1.26e-4
CCDC88A	0.008202	blup	-4e-4	ea	0.001961
PNPT1	0.116271	susie	0.11	ea	0.014293
FANCL	0.069469	blup	0.011	ea	0.006397
PAPOLG	0.01447	top1	0.0077	ea	0.001107
PUS10	0.019243	lasso	-0.0012	ea	0.00553
PEX13	0.33041	enet	0.12	ea	0.070164
AHSA2	0.209162	top1	0.074	ea	0.030736
COMMD1	0.009807	top1	0.04	ea	0.002251
B3GNT2	0.063273	lasso	0.012	ea	0.012422
MDH1	0.068921	enet	0.031	ea	0.007998
PELI1	0.332334	enet	0.24	ea	0.109564
AFTPH	0.152685	top1	0.17	ea	0.027181
SLC1A4	0.453834	top1	0.28	ea	0.144415
CEP68	0.171034	enet	0.11	ea	0.04136
ACTR2	0.132499	susie	0.086	ea	0.040208
SPRED2	0.073172	top1	0.022	ea	0.028689
ETAA1	0.065422	susie	0.019	ea	0.012148
PNO1	0.372795	susie	0.41	ea	0.042021
PLEK	0.12639	enet	0.083	ea	0.029957
APLF	0.057819	enet	0.021	ea	0.022076
ARHGAP25	0.13838	top1	0.11	ea	0.065609
GFPT1	0.103483	susie	0.13	ea	0.02322
NFU1	0.06944	susie	0.046	ea	0.016398
C2orf42	0.109596	blup	0.077	ea	0.023995
PCYOX1	0.151617	susie	0.13	ea	0.050827
FAM136A	0.079275	enet	0.055	ea	0.038282
NAGK	0.320614	lasso	0.26	ea	0.138618
MCEE	0.080743	lasso	0.016	ea	0.019363
MPHOSPH10	0.065563	enet	-0.0024	ea	0.009309
ZNF638	0.067211	top1	0.033	ea	0.005281
ALMS1	0.413125	top1	0.52	ea	0.050146
DUSP11	0.010825	blup	-4.6e-4	ea	0.002868
STAMBP	0.051071	lasso	-8.5e-4	ea	0.012287
TET3	0.044458	top1	0.013	ea	0.005918
MTHFD2	0.0552	top1	0.029	ea	0.014439
MOGS	0.055904	susie	0.021	ea	0.010493
PCGF1	0.115849	blup	0.076	ea	0.017696
POLE4	0.224279	susie	0.25	ea	0.072951
MRPL19	0.392392	susie	0.46	ea	0.065799
CTNNA2	0.105177	top1	0.034	ea	0.046795
SUCLG1	0.066869	susie	0.051	ea	0.010599
TGOLN2	0.058683	enet	0.027	ea	0.012567
RETSAT	0.215206	top1	0.19	ea	0.05549
ELMOD3	0.035729	enet	0.013	ea	0.009397
CAPG	0.231173	lasso	0.13	ea	0.075103
GGCX	0.198411	susie	0.13	ea	0.059585
VAMP8	0.136792	lasso	0.12	ea	0.038949
VAMP5	0.311379	susie	0.2	ea	0.139224
USP39	0.077847	top1	0.044	ea	0.009648
ST3GAL5	0.068772	blup	0.027	ea	0.028106
POLR1A	0.163212	blup	0.12	ea	0.014319
PTCD3	0.024351	enet	0.0099	ea	0.002239
IMMT	0.188288	lasso	0.19	ea	0.030729
MRPL35	0.165758	enet	0.24	ea	0.035302
THNSL2	0.118771	blup	0.063	ea	0.052078
RPIA	0.329581	enet	0.29	ea	0.072527
ZNF514	0.567782	enet	0.35	ea	0.330825
CIAO1	0.020622	blup	0.0032	ea	0.007452
SNRNP200	0.016926	enet	0.032	ea	0.001743
LMAN2L	0.05798	top1	0.021	ea	0.010669
ACTR1B	0.10507	lasso	0.12	ea	0.022403
INPP4A	0.040395	enet	0.01	ea	0.010172
UNC50	0.085101	blup	0.046	ea	0.016507
TSGA10	0.461821	enet	0.34	ea	0.161636
MITD1	0.044117	blup	0.046	ea	0.005812
LYG1	0.039477	lasso	0.038	ea	0.02357
EIF5B	0.017221	enet	0.012	ea	0.001359
REV1	0.202023	blup	0.095	ea	0.016526
AFF3	0.017853	top1	0.0031	ea	0.005966
CHST10	0.096573	susie	0.094	ea	0.028002
RPL31	0.311352	susie	0.27	ea	0.11001
RNF149	0.03958	enet	0.0034	ea	0.006261
IL1R2	0.033599	lasso	-0.0013	ea	0.010426
IL1R1	0.094203	susie	0.057	ea	0.030656
IL18R1	0.041442	susie	0.034	ea	0.010092
IL18RAP	0.0293	top1	2.8e-4	ea	0.01214
SLC9A2	0.063077	blup	0.012	ea	0.028887
MRPS9	0.158508	lasso	0.13	ea	0.026473
TGFBRAP1	0.117924	top1	0.042	ea	0.018912
NCK2	0.0891	enet	0.032	ea	0.025575
GCC2	0.185409	enet	0.23	ea	0.021766
LIMS1	0.043863	top1	0.054	ea	0.00761
RANBP2	0.2679	susie	0.21	ea	0.031016
SEPT10	0.168133	lasso	0.1	ea	0.098728
ZC3H8	0.011583	lasso	0.013	ea	0.002284
ZC3H6	0.088061	lasso	0.052	ea	0.011038
POLR1B	0.26819	enet	0.23	ea	0.031182
CHCHD5	0.342436	top1	0.3	ea	0.155376
SLC20A1	0.103994	top1	0.088	ea	0.025576
CKAP2L	0.050536	enet	0.0078	ea	0.007254
IL1B	0.065506	susie	0.064	ea	0.028016
IL1RN	0.058878	blup	0.026	ea	0.037136
PSD4	0.473741	top1	0.39	ea	0.109224
PAX8	0.221217	susie	0.19	ea	0.139076
ACTR3	0.047047	top1	0.03	ea	0.004189
DDX18	0.365373	susie	0.29	ea	0.063563
INSIG2	0.072907	top1	0.039	ea	0.009524
DBI	0.108947	blup	0.064	ea	0.034945
EPB41L5	0.113786	enet	0.06	ea	0.028844
RALB	0.513586	susie	0.36	ea	0.221776
CLASP1	0.128912	susie	0.093	ea	0.02284
GYPC	0.410383	susie	0.32	ea	0.1176
BIN1	0.297103	susie	0.17	ea	0.134207
ERCC3	0.016566	top1	0.029	ea	0.002174
MAP3K2	0.079914	enet	0.045	ea	0.013372
IWS1	0.001117	blup	0.0071	ea	1.34e-4
SFT2D3	0.011055	enet	0.0015	ea	0.00399
UGGT1	0.051863	top1	0.027	ea	0.003285
CCDC115	0.12187	susie	0.079	ea	0.037184
IMP4	0.266962	susie	0.24	ea	0.039628
PTPN18	0.010619	top1	0.033	ea	0.004562
PLEKHB2	0.073552	top1	0.016	ea	0.013564
POTEKP	0.021396	enet	0.005	ea	0.014075
MZT2A	0.55228	susie	0.51	ea	0.218555
CCNT2	0.158521	enet	0.11	ea	0.018132
ZRANB3	0.081616	susie	0.1	ea	0.019074
R3HDM1	0.017394	susie	2.1e-4	ea	0.001223
UBXN4	0.088937	enet	0.032	ea	0.008121
LCT	0.061153	top1	0.063	ea	0.025963
MCM6	0.031998	lasso	0.0077	ea	0.002649
DARS	0.113873	susie	0.091	ea	0.014258
KYNU	0.084712	blup	0.0041	ea	0.0185
ARHGAP15	0.083352	blup	0.02	ea	0.013528
ORC4	0.083683	top1	0.041	ea	0.007825
MBD5	0.058614	blup	0.021	ea	0.00842
MMADHC	0.089948	blup	0.0095	ea	0.014236
RBM43	0.043736	lasso	0.043	ea	0.014411
NMI	0.629557	susie	0.7	ea	0.188292
RIF1	0.100772	blup	0.034	ea	0.005364
NEB	0.285766	lasso	0.2	ea	0.137235
CACNB4	0.010281	lasso	0.02	ea	0.005381
STAM2	0.051076	enet	0.034	ea	0.005145
WDSUB1	0.172109	susie	0.11	ea	0.042792
BAZ2B	0.082629	susie	0.059	ea	0.014188
GCA	0.114579	lasso	0.061	ea	0.013888
TTC21B	0.051593	blup	0.015	ea	0.004197
PPIG	0.062330000000000003	top1	0.057	ea	0.004134
PHOSPHO2	0.19087199999999999	enet	0.12	ea	0.036108
MYO3B	0.063904	susie	0.038	ea	0.035992
DCAF17	0.164403	blup	0.094	ea	0.025019
CYBRD1	0.367011	lasso	0.27	ea	0.102764
METAP1D	0.216332	blup	0.11	ea	0.058669
CDCA7	0.148335	blup	0.061	ea	0.023621
OLA1	0.072474	top1	0.055	ea	0.02703
CIR1	0.016916	lasso	0.01	ea	0.002618
SCRN3	0.188749	top1	0.14	ea	0.017605
MTX2	0.08063	enet	0.019	ea	0.014958
TTC30A	0.108189	blup	0.056	ea	0.056285
PRKRA	0.129899	susie	0.1	ea	0.025483
FKBP7	0.114423	lasso	0.065	ea	0.039286
CCDC141	0.060364	lasso	0.011	ea	0.016564
SESTD1	0.447973	lasso	0.26	ea	0.15718
ITGA4	0.090633	lasso	0.098	ea	0.019671
CERKL	0.045181	susie	0.0053	ea	0.019154
SSFA2	0.005865	blup	-3.5e-4	ea	9.25e-4
DNAJC10	0.118207	susie	0.052	ea	0.024665
NCKAP1	0.160937	top1	0.12	ea	0.057878
DUSP19	0.105559	blup	0.041	ea	0.03528
NUP35	0.156496	enet	0.11	ea	0.019226
ZNF804A	0.04973	blup	0.019	ea	0.025622
ITGAV	0.084861	enet	0.014	ea	0.015687
CALCRL	0.03989	top1	0.029	ea	0.021476
COL5A2	0.047544	top1	0.0077	ea	0.011607
ASNSD1	0.130228	enet	0.1	ea	0.018758
ORMDL1	0.076391	susie	0.07	ea	0.007769
C2orf88	0.026018	lasso	0.017	ea	0.005183
HIBCH	0.328856	top1	0.34	ea	0.049191
INPP1	0.123164	susie	0.14	ea	0.037134
MFSD6	0.495877	susie	0.52	ea	0.133404
NAB1	0.131567	enet	0.063	ea	0.029725
STAT4	0.338185	enet	0.2	ea	0.165945
MYO1B	0.139428	susie	0.15	ea	0.078187
STK17B	0.039735	blup	0.017	ea	0.012012
ANKRD44	0.084467	lasso	0.083	ea	0.017029
SF3B1	0.050433	enet	0.071	ea	0.004597
COQ10B	0.062359	lasso	0.058	ea	0.005705
SPATS2L	0.096063	top1	0.074	ea	0.025431
SGOL2	0.084755	top1	0.069	ea	0.006541
CLK1	0.070464	susie	0.019	ea	0.00932
PPIL3	0.631782	enet	0.73	ea	0.184112
NIF3L1	0.194473	top1	0.25	ea	0.02099
CASP8	0.022977	top1	0.0041	ea	0.00632
ALS2CR12	0.036808	blup	0.014	ea	0.014296
ALS2	0.377005	lasso	0.39	ea	0.094137
NOP58	0.186337	susie	0.19	ea	0.013409
FAM117B	0.04036	top1	0.036	ea	0.009482
ICA1L	0.075439	susie	0.034	ea	0.029087
WDR12	0.082339	blup	0.036	ea	0.00604
CYP20A1	0.075351	blup	0.05	ea	0.007661
NDUFS1	0.171097	top1	0.16	ea	0.01223
MDH1B	0.23622	susie	0.17	ea	0.16617
FASTKD2	0.00428	blup	0.002	ea	2.61e-4
CCNYL1	0.293814	top1	0.22	ea	0.111607
PIKFYVE	0.078571	blup	0.03	ea	0.013245
MYL1	0.109839	blup	0.02	ea	0.066113
ERBB4	0.159294	lasso	0.069	ea	0.091252
BARD1	0.297265	enet	0.13	ea	0.059015
ABCA12	0.04774	top1	0.081	ea	0.018353
ATIC	0.114056	lasso	0.052	ea	0.013315
SMARCAL1	0.098657	blup	0.016	ea	0.020311
ARPC2	0.022924	susie	0.0088	ea	0.003135
TMBIM1	0.211706	susie	0.35	ea	0.032108
RQCD1	0.003844	top1	-0.001	ea	0.001031
STK36	0.028613	enet	0.015	ea	0.004008
TTLL4	0.124315	blup	0.19	ea	0.021633
PRKAG3	0.0069	top1	-7.7e-4	ea	0.001601
FAM134A	0.151361	susie	0.11	ea	0.042357
CHPF	0.148256	susie	0.062	ea	0.04463
EPHA4	0.098214	top1	0.03	ea	0.058895
SGPP2	0.17778	enet	0.11	ea	0.039425
FARSB	0.164511	enet	0.1	ea	0.013049
AP1S3	0.020308	top1	0.005	ea	0.004103
MRPL44	0.078527	top1	0.076	ea	0.014651
CUL3	0.071934	top1	0.011	ea	0.007293
DOCK10	0.264297	susie	0.18	ea	0.090941
IRS1	0.092842	enet	0.049	ea	0.03229
MFF	0.266452	enet	0.15	ea	0.065762
AGFG1	0.114921	top1	0.079	ea	0.024724
PID1	0.056367	susie	0.016	ea	0.024747
SLC16A14	0.056238	lasso	0.04	ea	0.036745
SP110	0.282863	lasso	0.24	ea	0.08338
SP140	0.35759	susie	0.34	ea	0.087118
SP140L	0.249568	susie	0.18	ea	0.051634
SP100	0.116555	susie	0.016	ea	0.0166
CAB39	0.236152	lasso	0.13	ea	0.045635
ITM2C	0.188015	blup	0.035	ea	0.092579
PDE6D	0.229882	susie	0.22	ea	0.044422
DIS3L2	0.027313	lasso	0.037	ea	0.002615
ATG16L1	0.095097	top1	0.05	ea	0.01764
DGKD	0.208316	susie	0.13	ea	0.083769
HJURP	0.098339	top1	0.073	ea	0.013983
ARL4C	0.218668	susie	0.16	ea	0.131044
RBM44	0.132649	top1	0.091	ea	0.088743
TRAF3IP1	0.089399	blup	0.035	ea	0.02352
NDUFA10	0.397937	lasso	0.29	ea	0.086825
MTERFD2	0.193875	lasso	0.14	ea	0.044456
PASK	0.262869	blup	0.18	ea	0.062762
PPP1R7	0.17573	susie	0.1	ea	0.032734
HDLBP	0.102414	susie	0.074	ea	0.020759
SEPT2	0.313708	susie	0.22	ea	0.037216
FARP2	0.100594	susie	0.09	ea	0.022447
D2HGDH	0.001723	susie	0.0058	ea	8.03e-4
TRNT1	0.088962	susie	0.069	ea	0.006988
SUMF1	0.46457	susie	0.39	ea	0.224389
SETMAR	0.041179	lasso	0.01	ea	0.008137
OXTR	0.371031	enet	0.12	ea	0.117652
RAD18	0.026354	blup	0.0072	ea	0.002745
THUMPD3	0.204559	top1	0.14	ea	0.029461
TADA3	0.077344	blup	0.016	ea	0.010382
JAGN1	0.160052	susie	0.081	ea	0.026448
CIDECP	0.019658	top1	0.027	ea	0.006267
FANCD2	0.020363	susie	9.6e-4	ea	0.001741
IRAK2	0.182413	susie	0.16	ea	0.034742
TATDN2	0.212516	enet	0.17	ea	0.027072
ATG7	0.281704	enet	0.35	ea	0.032833
PPARG	0.129045	susie	0.13	ea	0.063696
TSEN2	0.456486	top1	0.39	ea	0.093295
MKRN2	0.17209	lasso	0.15	ea	0.030341
IQSEC1	0.280932	enet	0.16	ea	0.039637
TMEM43	0.136513	susie	0.054	ea	0.035602
XPC	0.210992	susie	0.16	ea	0.056044
C3orf20	0.369666	susie	0.3	ea	0.152658
MRPS25	0.045669	lasso	0.0047	ea	0.004293
CAPN7	0.168213	enet	0.13	ea	0.024234
METTL6	0.090509	blup	0.03	ea	0.013233
COLQ	0.083102	enet	0.021	ea	0.021613
HACL1	0.179049	enet	0.021	ea	0.037987
BTD	0.037589	enet	0.028	ea	0.013413
ANKRD28	0.012734	top1	0.0027	ea	0.002351
DPH3	0.018425	lasso	0.0016	ea	0.005996
OXNAD1	0.181334	susie	0.15	ea	0.048578
RFTN1	0.154185	susie	0.074	ea	0.050238
TBC1D5	0.07936	enet	0.046	ea	0.00879
EFHB	0.079213	blup	0.016	ea	0.042902
RAB5A	0.285725	susie	0.18	ea	0.044221
KAT2B	0.060508	enet	0.028	ea	0.01491
NKIRAS1	0.067278	enet	0.02	ea	0.017787
RPL15	0.072863	blup	0.018	ea	0.016145
NR1D2	0.001578	top1	-1e-4	ea	2.91e-4
TOP2B	0.413797	susie	0.31	ea	0.049701
OXSM	0.137049	susie	0.16	ea	0.034767
SLC4A7	0.148683	susie	0.11	ea	0.022221
STT3B	0.047919	susie	0.0082	ea	0.013003
GPD1L	0.079826	top1	0.039	ea	0.041899
DYNC1LI1	0.015122	susie	0.0048	ea	0.001619
GLB1	0.073621	blup	0.01	ea	0.018724
PDCD6IP	0.136538	blup	0.069	ea	0.028511
EPM2AIP1	0.078675	top1	0.017	ea	0.011212
MLH1	0.120215	top1	0.089	ea	0.007777
LRRFIP2	0.002011	top1	-0.0021	ea	-3.03e-4
GOLGA4	0.010654	lasso	0.01	ea	0.001044
C3orf35	0.013968	top1	-5.1e-4	ea	0.004558
ACAA1	0.101213	lasso	0.048	ea	0.018709
XYLB	0.07134	susie	0.024	ea	0.012178
EXOG	0.032713	top1	0.0091	ea	0.003471
SCN11A	0.016772	blup	-0.0018	ea	0.006236
CSRNP1	0.077464	enet	0.04	ea	0.013692
ZNF619	0.026928	blup	0.0024	ea	0.004987
ZNF620	0.261105	lasso	0.24	ea	0.102495
ULK4	0.488192	enet	0.59	ea	0.094317
TRAK1	0.094136	susie	0.034	ea	0.018781
SEC22C	0.041584	top1	0.023	ea	0.008245
SS18L2	0.114968	top1	0.12	ea	0.023153
NKTR	0.156457	susie	0.18	ea	0.014246
ZNF197	0.062568	top1	0.057	ea	0.020198
ZNF502	0.37689	susie	0.24	ea	0.344492
EXOSC7	0.1567	top1	0.11	ea	0.033058
CDCP1	0.08398	enet	0.025	ea	0.045912
FYCO1	0.125561	blup	0.06	ea	0.030785
CCR1	0.117492	enet	0.094	ea	0.046261
PRSS50	0.079101	lasso	0.032	ea	0.021578
NBEAL2	0.069384	lasso	0.13	ea	0.016136
KLHL18	0.011078	top1	-9.1e-5	ea	0.003638
PTPN23	0.023319	blup	-7.8e-5	ea	0.003006
SCAP	0.042034	susie	0.034	ea	0.009131
SMARCC1	0.086233	top1	0.042	ea	0.011512
MAP4	0.13198	susie	0.19	ea	0.027383
ZNF589	0.284387	enet	0.31	ea	0.109141
NME6	0.221008	lasso	0.24	ea	0.036911
SHISA5	0.097631	susie	0.052	ea	0.022668
ATRIP	0.054861	susie	0.049	ea	0.014613
SLC26A6	0.189229	susie	0.13	ea	0.053066
IP6K2	0.097221	top1	0.055	ea	0.022279
P4HTM	0.061115	susie	0.045	ea	0.013843
WDR6	0.124115	lasso	0.16	ea	0.018356
DALRD3	0.044281	susie	0.026	ea	0.011859
QRICH1	0.03344	top1	0.017	ea	0.003402
C3orf62	0.075191	enet	0.032	ea	0.014311
USP4	0.007555	top1	-2.3e-6	ea	0.001509
TCTA	0.135374	lasso	0.051	ea	0.030587
AMT	0.107136	top1	0.12	ea	0.053806
APEH	0.008323	lasso	-6.2e-4	ea	0.001188
RNF123	0.020772	blup	-2.1e-4	ea	0.002482
UBA7	0.156885	susie	0.16	ea	0.043653
HEMK1	0.099165	enet	0.016	ea	0.052507
MAPKAPK3	0.025682	lasso	0.017	ea	0.010569
TEX264	0.016115	lasso	0.0068	ea	0.006082
RRP9	0.011477	enet	0.0011	ea	0.001521
DNAH1	0.025714	enet	0.0085	ea	0.009032
NISCH	0.167735	blup	0.097	ea	0.028782
NT5DC2	0.24303	enet	0.2	ea	0.096615
PBRM1	0.104939	blup	0.088	ea	0.010031
GNL3	0.27221	top1	0.3	ea	0.027269
GLT8D1	0.064298	susie	0.058	ea	0.008022
SPCS1	0.16941	susie	0.2	ea	0.027502
NEK4	0.008667	lasso	0.0043	ea	8.21e-4
SFMBT1	0.074112	top1	0.059	ea	0.018148
TKT	0.142635	top1	0.099	ea	0.028682
CHDH	0.116693	blup	0.02	ea	0.050212
IL17RB	0.20648	enet	0.083	ea	0.09794
ACTR8	0.47648	lasso	0.54	ea	0.070625
APPL1	0.023197	blup	-8.1e-4	ea	0.004443
DNASE1L3	0.344057	enet	0.3	ea	0.118315
ABHD6	0.168711	enet	0.18	ea	0.047946
RPP14	0.182589	enet	0.14	ea	0.017051
PXK	0.14051	enet	0.14	ea	0.048691
PDHB	0.200758	top1	0.25	ea	0.027948
FHIT	0.156692	lasso	0.011	ea	0.063228
C3orf14	0.128632	enet	0.1	ea	0.108015
FEZF2	0.135992	blup	0.036	ea	0.043068
SUCLG2	0.24775	susie	0.2	ea	0.057176
TMF1	0.04774	enet	0.0075	ea	0.005241
EIF4E3	0.087959	blup	0.0068	ea	0.045525
GBE1	0.052226	blup	0.039	ea	0.010342
CHMP2B	0.170665	susie	0.13	ea	0.017623
CGGBP1	0.033095	top1	0.017	ea	0.006584
ZNF654	0.129732	lasso	0.14	ea	0.017731
DHFRL1	0.055232	enet	0.064	ea	0.028216
MINA	0.049035	enet	0.012	ea	0.008241
OR5K1	0.06252	blup	0.018	ea	0.041905
CPOX	0.112893	susie	0.055	ea	0.047169
DCBLD2	0.047159	top1	0.024	ea	0.025847
NIT2	0.058186	blup	9.6e-4	ea	0.011956
TOMM70A	0.057002	enet	0.024	ea	0.004111
TMEM45A	0.09794	enet	0.082	ea	0.036453
TFG	0.132673	blup	0.073	ea	0.022811
SENP7	0.344594	lasso	0.46	ea	0.040243
PCNP	0.022873	blup	-0.0018	ea	0.010479
CEP97	0.02502	top1	0.034	ea	0.003191
NFKBIZ	0.11456	enet	0.044	ea	0.034594
ZPLD1	0.041507	top1	0.021	ea	0.020667
ALCAM	0.139292	top1	0.12	ea	0.041864
CD47	0.301675	lasso	0.18	ea	0.05659
IFT57	0.2458	susie	0.15	ea	0.083534
HHLA2	0.192324	lasso	0.098	ea	0.121472
KIAA1524	7.48e-4	blup	0.0052	ea	5.2e-5
DZIP3	0.111174	top1	0.095	ea	0.016948
TRAT1	0.162446	blup	0.066	ea	0.107205
ZBED2	0.043065	lasso	0.027	ea	0.020262
ABHD10	0.184824	top1	0.15	ea	0.024382
CD200	0.011531	top1	0.008	ea	0.004993
BTLA	0.097439	blup	0.04	ea	0.037031
SLC35A5	0.104587	lasso	0.061	ea	0.011368
GTPBP8	0.045856	top1	0.024	ea	0.011553
SPICE1	0.153517	susie	0.21	ea	0.01645
ATP6V1A	0.021265	lasso	-6.3e-4	ea	0.005569
GRAMD1C	0.1463	enet	0.15	ea	0.083862
POGLUT1	0.516189	susie	0.44	ea	0.120857
CD80	0.041415	lasso	-0.001	ea	0.004483
ADPRH	0.014657	blup	-0.0015	ea	0.002713
POPDC2	0.332367	enet	0.25	ea	0.141268
GSK3B	0.011775	susie	0.0097	ea	0.001418
GPR156	0.0056	top1	0.034	ea	0.00242
HCLS1	0.169303	enet	0.1	ea	0.036434
GOLGB1	0.119538	enet	0.057	ea	0.014452
EAF2	0.403063	enet	0.44	ea	0.140748
IQCB1	0.445164	enet	0.51	ea	0.158776
SLC15A2	0.336933	susie	0.31	ea	0.092691
CD86	0.133327	blup	0.091	ea	0.047756
WDR5B	0.238163	enet	0.23	ea	0.116388
PARP9	0.061705	susie	0.016	ea	0.016723
DTX3L	0.117606	top1	0.087	ea	0.030939
PARP15	0.2145	enet	0.13	ea	0.063782
PARP14	0.157435	susie	0.089	ea	0.043603
HSPBAP1	0.186313	top1	0.088	ea	0.044319
DIRC2	0.078288	enet	0.016	ea	0.025586
SEC22A	0.095215	enet	0.095	ea	0.015807
PTPLB	0.10713	susie	0.065	ea	0.020628
ZNF148	0.070842	enet	0.063	ea	0.010658
OSBPL11	0.084015	susie	0.021	ea	0.006291
SLC41A3	0.056654	susie	0.0076	ea	0.013283
CHCHD6	0.072288	enet	0.0093	ea	0.018345
PLXNA1	0.106923	top1	0.088	ea	0.028559
MGLL	0.296723	susie	0.21	ea	0.096247
SEC61A1	0.012826	top1	4.8e-4	ea	0.001254
RPN1	0.20723	susie	0.16	ea	0.02113
ACAD9	0.12468	enet	0.069	ea	0.014442
RPL32P3	0.196879	susie	0.098	ea	0.077006
PIK3R4	0.220434	susie	0.13	ea	0.028986
ASTE1	0.096377	top1	0.075	ea	0.020556
DNAJC13	0.059268	top1	0.056	ea	0.006679
UBA5	0.053313	lasso	0.013	ea	0.004162
TOPBP1	0.105226	blup	0.022	ea	0.00631
ANAPC13	0.38555	susie	0.52	ea	0.076058
CEP63	0.125776	susie	0.063	ea	0.010875
KY	0.073096	blup	0.012	ea	0.022787
EPHB1	0.080727	top1	0.03	ea	0.036815
PCCB	0.107608	susie	0.13	ea	0.014723
DBR1	0.0371	lasso	0.004	ea	0.003399
CEP70	0.078625	enet	0.028	ea	0.02494
FAIM	0.045902	blup	0.031	ea	0.011606
PIK3CB	0.196502	susie	0.21	ea	0.02051
MRPS22	0.083206	top1	0.071	ea	0.014971
NMNAT3	0.335538	lasso	0.21	ea	0.230177
RNF7	0.089756	top1	0.0098	ea	0.022772
TFDP2	0.050644	top1	0.014	ea	0.011123
PLSCR1	0.077264	susie	0.03	ea	0.013648
GYG1	0.006293	lasso	0.0031	ea	0.001558
HPS3	0.202386	lasso	0.1	ea	0.031686
COMMD2	0.228964	enet	0.2	ea	0.044717
PFN2	0.136295	top1	0.092	ea	0.060518
SERP1	0.176672	susie	0.15	ea	0.033038
EIF2A	0.327777	enet	0.36	ea	0.067349
SELT	0.23133	susie	0.23	ea	0.068425
TMEM14E	0.021058	top1	0.0074	ea	0.011373
SLC33A1	0.075147	susie	0.039	ea	0.009862
GMPS	0.028392	top1	0.052	ea	0.002486
SSR3	0.154335	enet	0.081	ea	0.020538
LEKR1	0.178384	enet	0.11	ea	0.095232
RSRC1	0.127493	top1	0.1	ea	0.015988
GFM1	0.105695	lasso	0.029	ea	0.00801
LXN	0.087441	top1	0.059	ea	0.020942
MFSD1	0.044556	susie	0.034	ea	0.004381
SMC4	0.18243500000000001	lasso	0.17	ea	0.011015
B3GALNT1	0.083579	susie	0.081	ea	0.035233
NMD3	0.088583	enet	0.08	ea	0.008503
GOLIM4	0.05163	susie	0.053	ea	0.017269
LRRC34	0.11307	enet	0.13	ea	0.051725
TNIK	0.081556	top1	0.082	ea	0.023677
FNDC3B	0.111277	lasso	0.065	ea	0.030106
TNFSF10	0.09647	blup	0.017	ea	0.031002
ECT2	0.052466	lasso	-0.0011	ea	0.003107
ZMAT3	0.122925	susie	0.041	ea	0.015257
GNB4	0.060533000000000003	enet	0.02	ea	0.01731
MRPL47	0.003418	top1	0.0055	ea	3.52e-4
USP13	0.059528	blup	0.019	ea	0.008371
LAMP3	0.076128	top1	0.045	ea	0.022257
